strike,ce_oi,ce_coi_day,pe_oi,pe_coi_day,timestamp,spot_price
22900,0,0,15774,3629,2026-09-02 08:02:24,24055.8
22950,0,0,15036,10643,2026-09-02 08:02:24,24055.8
23000,534,-915,114491,1139,2026-09-02 08:02:24,24055.8
23050,2,0,25089,12597,2026-09-02 08:02:24,24055.8
23100,7,1,50688,19860,2026-09-02 08:02:24,24055.8
23150,7,-1,26088,9863,2026-09-02 08:02:24,24055.8
23200,51,-34,64058,10752,2026-09-02 08:02:24,24055.8
23250,42,38,37189,18096,2026-09-02 08:02:24,24055.8
23300,139,25,70007,11734,2026-09-02 08:02:24,24055.8
23350,52,51,35548,6933,2026-09-02 08:02:24,24055.8
23400,546,-63,58603,2021,2026-09-02 08:02:24,24055.8
23450,225,171,31804,2295,2026-09-02 08:02:24,24055.8
23500,1311,-408,112762,8303,2026-09-02 08:02:24,24055.8
23550,564,214,30230,731,2026-09-02 08:02:24,24055.8
23600,895,327,81266,-6980,2026-09-02 08:02:24,24055.8
23650,789,478,57948,5024,2026-09-02 08:02:24,24055.8
23700,1991,609,105507,-25690,2026-09-02 08:02:24,24055.8
23750,1476,688,57194,-31726,2026-09-02 08:02:24,24055.8
23800,4534,808,113892,-30412,2026-09-02 08:02:24,24055.8
23850,5506,3476,80011,-4408,2026-09-02 08:02:24,24055.8
23900,18259,10537,160313,20878,2026-09-02 08:02:24,24055.8
23950,56259,48636,217029,117514,2026-09-02 08:02:24,24055.8
24000,143753,78583,361954,115425,2026-09-02 08:02:24,24055.8
24050,244781,177666,371988,240921,2026-09-02 08:02:24,24055.8
24100,380629,226852,113219,-43399,2026-09-02 08:02:24,24055.8
24150,201933,95312,70223,5176,2026-09-02 08:02:24,24055.8
24200,178609,-15222,46340,-40084,2026-09-02 08:02:24,24055.8
24250,85591,-36751,10654,-11459,2026-09-02 08:02:24,24055.8
24300,185365,-38836,16468,-22658,2026-09-02 08:02:24,24055.8
24350,107409,-35328,3232,-7056,2026-09-02 08:02:24,24055.8
24400,125765,-70795,10891,-6918,2026-09-02 08:02:24,24055.8
24450,53254,-46636,2353,-1841,2026-09-02 08:02:24,24055.8
24500,171480,-90082,9735,-11037,2026-09-02 08:02:24,24055.8
24550,56835,-28364,1379,-306,2026-09-02 08:02:24,24055.8
24600,98625,-34758,3045,-1357,2026-09-02 08:02:24,24055.8
24650,45945,-5634,729,-452,2026-09-02 08:02:24,24055.8
24700,109886,4760,1691,-1282,2026-09-02 08:02:24,24055.8
24750,50957,8280,634,-371,2026-09-02 08:02:24,24055.8
24800,128645,2990,988,-548,2026-09-02 08:02:24,24055.8
24850,32298,-2393,377,-169,2026-09-02 08:02:24,24055.8
24900,72917,8268,459,-223,2026-09-02 08:02:24,24055.8
24950,32479,13116,264,-70,2026-09-02 08:02:24,24055.8
25000,122275,-47707,1743,-2079,2026-09-02 08:02:24,24055.8
25050,33392,4322,114,-3,2026-09-02 08:02:24,24055.8
25100,43662,-10444,314,-254,2026-09-02 08:02:24,24055.8
25150,19367,3751,69,-3,2026-09-02 08:02:24,24055.8
25200,66831,-5041,262,-297,2026-09-02 08:02:24,24055.8
25250,17547,-2775,21,-1,2026-09-02 08:02:24,24055.8
25300,37219,-6570,143,-152,2026-09-02 08:02:24,24055.8
25350,14398,-341,36,-1,2026-09-02 08:02:24,24055.8
25400,14118,-8815,179,-138,2026-09-02 08:02:24,24055.8
25450,8369,-3425,12,0,2026-09-02 08:02:24,24055.8
25500,84161,-9374,1258,-1579,2026-09-02 08:02:24,24055.8
25550,9008,-1245,6,-1,2026-09-02 08:02:24,24055.8
25600,21693,-8519,14,-3,2026-09-02 08:02:24,24055.8
25650,3135,-2404,16,0,2026-09-02 08:02:24,24055.8
25700,9963,-4645,2,0,2026-09-02 08:02:24,24055.8
25750,2941,-29,0,0,2026-09-02 08:02:24,24055.8
25800,11231,-2486,10,0,2026-09-02 08:02:24,24055.8
25850,1830,163,0,0,2026-09-02 08:02:24,24055.8
25900,5361,135,4,0,2026-09-02 08:02:24,24055.8
25950,2890,1274,0,0,2026-09-02 08:02:24,24055.8
26000,18877,-9665,543,-887,2026-09-02 08:02:24,24055.8
26050,1452,770,1,0,2026-09-02 08:02:24,24055.8
26100,1724,-264,2,0,2026-09-02 08:02:24,24055.8
26150,892,304,0,0,2026-09-02 08:02:24,24055.8
26200,2530,333,1,0,2026-09-02 08:02:24,24055.8
26250,1113,386,0,0,2026-09-02 08:02:24,24055.8
26300,2253,740,17,-17,2026-09-02 08:02:24,24055.8
26350,794,410,0,0,2026-09-02 08:02:24,24055.8
26400,2377,1296,0,0,2026-09-02 08:02:24,24055.8
26450,729,259,0,0,2026-09-02 08:02:24,24055.8
26500,2613,186,4,-1,2026-09-02 08:02:24,24055.8
26550,542,382,0,0,2026-09-02 08:02:24,24055.8
26600,1047,561,0,0,2026-09-02 08:02:24,24055.8
26650,588,381,0,0,2026-09-02 08:02:24,24055.8
26700,1223,300,0,0,2026-09-02 08:02:24,24055.8
26750,493,243,0,0,2026-09-02 08:02:24,24055.8
26800,1025,144,0,0,2026-09-02 08:02:24,24055.8
26850,733,341,0,0,2026-09-02 08:02:24,24055.8
26900,1243,106,0,0,2026-09-02 08:02:24,24055.8
26950,1541,165,0,0,2026-09-02 08:02:24,24055.8
27000,7031,872,1,0,2026-09-02 08:02:24,24055.8
27050,507,18,0,0,2026-09-02 08:02:24,24055.8
27100,2022,342,0,0,2026-09-02 08:02:24,24055.8
27150,878,82,0,0,2026-09-02 08:02:24,24055.8
27200,6366,2884,8,-27,2026-09-02 08:02:24,24055.8
22000,41,-33,23383,-16026,2026-09-02 08:05:26,24055.8
22050,0,0,3379,1000,2026-09-02 08:05:26,24055.8
22100,1,0,13523,-8891,2026-09-02 08:05:26,24055.8
22150,0,0,1164,-28,2026-09-02 08:05:26,24055.8
22200,0,0,2513,-923,2026-09-02 08:05:26,24055.8
22250,0,0,2343,-66,2026-09-02 08:05:26,24055.8
22300,0,0,4622,-955,2026-09-02 08:05:26,24055.8
22350,0,0,2827,-162,2026-09-02 08:05:26,24055.8
22400,0,0,3403,-2684,2026-09-02 08:05:26,24055.8
22450,0,0,2720,-503,2026-09-02 08:05:26,24055.8
22500,74,-50,51827,-11013,2026-09-02 08:05:26,24055.8
22550,0,0,2618,543,2026-09-02 08:05:26,24055.8
22600,0,0,10611,4842,2026-09-02 08:05:26,24055.8
22650,0,0,3077,649,2026-09-02 08:05:26,24055.8
22700,0,0,4996,-2982,2026-09-02 08:05:26,24055.8
22750,0,0,2813,490,2026-09-02 08:05:26,24055.8
22800,0,0,21243,-6446,2026-09-02 08:05:26,24055.8
22850,0,0,4376,1031,2026-09-02 08:05:26,24055.8
22900,0,0,15774,3629,2026-09-02 08:05:26,24055.8
22950,0,0,15036,10643,2026-09-02 08:05:26,24055.8
23000,534,-915,114491,1139,2026-09-02 08:05:26,24055.8
23050,2,0,25089,12597,2026-09-02 08:05:26,24055.8
23100,7,1,50688,19860,2026-09-02 08:05:26,24055.8
23150,7,-1,26088,9863,2026-09-02 08:05:26,24055.8
23200,51,-34,64058,10752,2026-09-02 08:05:26,24055.8
23250,42,38,37189,18096,2026-09-02 08:05:26,24055.8
23300,139,25,70007,11734,2026-09-02 08:05:26,24055.8
23350,52,51,35548,6933,2026-09-02 08:05:26,24055.8
23400,546,-63,58603,2021,2026-09-02 08:05:26,24055.8
23450,225,171,31804,2295,2026-09-02 08:05:26,24055.8
23500,1311,-408,112762,8303,2026-09-02 08:05:26,24055.8
23550,564,214,30230,731,2026-09-02 08:05:26,24055.8
23600,895,327,81266,-6980,2026-09-02 08:05:26,24055.8
23650,789,478,57948,5024,2026-09-02 08:05:26,24055.8
23700,1991,609,105507,-25690,2026-09-02 08:05:26,24055.8
23750,1476,688,57194,-31726,2026-09-02 08:05:26,24055.8
23800,4534,808,113892,-30412,2026-09-02 08:05:26,24055.8
23850,5506,3476,80011,-4408,2026-09-02 08:05:26,24055.8
23900,18259,10537,160313,20878,2026-09-02 08:05:26,24055.8
23950,56259,48636,217029,117514,2026-09-02 08:05:26,24055.8
24000,143753,78583,361954,115425,2026-09-02 08:05:26,24055.8
24050,244781,177666,371988,240921,2026-09-02 08:05:26,24055.8
24100,380629,226852,113219,-43399,2026-09-02 08:05:26,24055.8
24150,201933,95312,70223,5176,2026-09-02 08:05:26,24055.8
24200,178609,-15222,46340,-40084,2026-09-02 08:05:26,24055.8
24250,85591,-36751,10654,-11459,2026-09-02 08:05:26,24055.8
24300,185365,-38836,16468,-22658,2026-09-02 08:05:26,24055.8
24350,107409,-35328,3232,-7056,2026-09-02 08:05:26,24055.8
24400,125765,-70795,10891,-6918,2026-09-02 08:05:26,24055.8
24450,53254,-46636,2353,-1841,2026-09-02 08:05:26,24055.8
24500,171480,-90082,9735,-11037,2026-09-02 08:05:26,24055.8
24550,56835,-28364,1379,-306,2026-09-02 08:05:26,24055.8
24600,98625,-34758,3045,-1357,2026-09-02 08:05:26,24055.8
24650,45945,-5634,729,-452,2026-09-02 08:05:26,24055.8
24700,109886,4760,1691,-1282,2026-09-02 08:05:26,24055.8
24750,50957,8280,634,-371,2026-09-02 08:05:26,24055.8
24800,128645,2990,988,-548,2026-09-02 08:05:26,24055.8
24850,32298,-2393,377,-169,2026-09-02 08:05:26,24055.8
24900,72917,8268,459,-223,2026-09-02 08:05:26,24055.8
24950,32479,13116,264,-70,2026-09-02 08:05:26,24055.8
25000,122275,-47707,1743,-2079,2026-09-02 08:05:26,24055.8
25050,33392,4322,114,-3,2026-09-02 08:05:26,24055.8
25100,43662,-10444,314,-254,2026-09-02 08:05:26,24055.8
25150,19367,3751,69,-3,2026-09-02 08:05:26,24055.8
25200,66831,-5041,262,-297,2026-09-02 08:05:26,24055.8
25250,17547,-2775,21,-1,2026-09-02 08:05:26,24055.8
25300,37219,-6570,143,-152,2026-09-02 08:05:26,24055.8
25350,14398,-341,36,-1,2026-09-02 08:05:26,24055.8
25400,14118,-8815,179,-138,2026-09-02 08:05:26,24055.8
25450,8369,-3425,12,0,2026-09-02 08:05:26,24055.8
25500,84161,-9374,1258,-1579,2026-09-02 08:05:26,24055.8
25550,9008,-1245,6,-1,2026-09-02 08:05:26,24055.8
25600,21693,-8519,14,-3,2026-09-02 08:05:26,24055.8
25650,3135,-2404,16,0,2026-09-02 08:05:26,24055.8
25700,9963,-4645,2,0,2026-09-02 08:05:26,24055.8
25750,2941,-29,0,0,2026-09-02 08:05:26,24055.8
25800,11231,-2486,10,0,2026-09-02 08:05:26,24055.8
25850,1830,163,0,0,2026-09-02 08:05:26,24055.8
25900,5361,135,4,0,2026-09-02 08:05:26,24055.8
25950,2890,1274,0,0,2026-09-02 08:05:26,24055.8
26000,18877,-9665,543,-887,2026-09-02 08:05:26,24055.8
26050,1452,770,1,0,2026-09-02 08:05:26,24055.8
26100,1724,-264,2,0,2026-09-02 08:05:26,24055.8
26150,892,304,0,0,2026-09-02 08:05:26,24055.8
26200,2530,333,1,0,2026-09-02 08:05:26,24055.8
26250,1113,386,0,0,2026-09-02 08:05:26,24055.8
26300,2253,740,17,-17,2026-09-02 08:05:26,24055.8
26350,794,410,0,0,2026-09-02 08:05:26,24055.8
26400,2377,1296,0,0,2026-09-02 08:05:26,24055.8
26450,729,259,0,0,2026-09-02 08:05:26,24055.8
26500,2613,186,4,-1,2026-09-02 08:05:26,24055.8
26550,542,382,0,0,2026-09-02 08:05:26,24055.8
26600,1047,561,0,0,2026-09-02 08:05:26,24055.8
26650,588,381,0,0,2026-09-02 08:05:26,24055.8
26700,1223,300,0,0,2026-09-02 08:05:26,24055.8
26750,493,243,0,0,2026-09-02 08:05:26,24055.8
26800,1025,144,0,0,2026-09-02 08:05:26,24055.8
26850,733,341,0,0,2026-09-02 08:05:26,24055.8
26900,1243,106,0,0,2026-09-02 08:05:26,24055.8
26950,1541,165,0,0,2026-09-02 08:05:26,24055.8
27000,7031,872,1,0,2026-09-02 08:05:26,24055.8
27050,507,18,0,0,2026-09-02 08:05:26,24055.8
27100,2022,342,0,0,2026-09-02 08:05:26,24055.8
27150,878,82,0,0,2026-09-02 08:05:26,24055.8
27200,6366,2884,8,-27,2026-09-02 08:05:26,24055.8
22000,41,-33,23383,-16026,2026-09-02 08:08:28,24055.8
22050,0,0,3379,1000,2026-09-02 08:08:28,24055.8
22100,1,0,13523,-8891,2026-09-02 08:08:28,24055.8
22150,0,0,1164,-28,2026-09-02 08:08:28,24055.8
22200,0,0,2513,-923,2026-09-02 08:08:28,24055.8
22250,0,0,2343,-66,2026-09-02 08:08:28,24055.8
22300,0,0,4622,-955,2026-09-02 08:08:28,24055.8
22350,0,0,2827,-162,2026-09-02 08:08:28,24055.8
22400,0,0,3403,-2684,2026-09-02 08:08:28,24055.8
22450,0,0,2720,-503,2026-09-02 08:08:28,24055.8
22500,74,-50,51827,-11013,2026-09-02 08:08:28,24055.8
22550,0,0,2618,543,2026-09-02 08:08:28,24055.8
22600,0,0,10611,4842,2026-09-02 08:08:28,24055.8
22650,0,0,3077,649,2026-09-02 08:08:28,24055.8
22700,0,0,4996,-2982,2026-09-02 08:08:28,24055.8
22750,0,0,2813,490,2026-09-02 08:08:28,24055.8
22800,0,0,21243,-6446,2026-09-02 08:08:28,24055.8
22850,0,0,4376,1031,2026-09-02 08:08:28,24055.8
22900,0,0,15774,3629,2026-09-02 08:08:28,24055.8
22950,0,0,15036,10643,2026-09-02 08:08:28,24055.8
23000,534,-915,114491,1139,2026-09-02 08:08:28,24055.8
23050,2,0,25089,12597,2026-09-02 08:08:28,24055.8
23100,7,1,50688,19860,2026-09-02 08:08:28,24055.8
23150,7,-1,26088,9863,2026-09-02 08:08:28,24055.8
23200,51,-34,64058,10752,2026-09-02 08:08:28,24055.8
23250,42,38,37189,18096,2026-09-02 08:08:28,24055.8
23300,139,25,70007,11734,2026-09-02 08:08:28,24055.8
23350,52,51,35548,6933,2026-09-02 08:08:28,24055.8
23400,546,-63,58603,2021,2026-09-02 08:08:28,24055.8
23450,225,171,31804,2295,2026-09-02 08:08:28,24055.8
23500,1311,-408,112762,8303,2026-09-02 08:08:28,24055.8
23550,564,214,30230,731,2026-09-02 08:08:28,24055.8
23600,895,327,81266,-6980,2026-09-02 08:08:28,24055.8
23650,789,478,57948,5024,2026-09-02 08:08:28,24055.8
23700,1991,609,105507,-25690,2026-09-02 08:08:28,24055.8
23750,1476,688,57194,-31726,2026-09-02 08:08:28,24055.8
23800,4534,808,113892,-30412,2026-09-02 08:08:28,24055.8
23850,5506,3476,80011,-4408,2026-09-02 08:08:28,24055.8
23900,18259,10537,160313,20878,2026-09-02 08:08:28,24055.8
23950,56259,48636,217029,117514,2026-09-02 08:08:28,24055.8
24000,143753,78583,361954,115425,2026-09-02 08:08:28,24055.8
24050,244781,177666,371988,240921,2026-09-02 08:08:28,24055.8
24100,380629,226852,113219,-43399,2026-09-02 08:08:28,24055.8
24150,201933,95312,70223,5176,2026-09-02 08:08:28,24055.8
24200,178609,-15222,46340,-40084,2026-09-02 08:08:28,24055.8
24250,85591,-36751,10654,-11459,2026-09-02 08:08:28,24055.8
24300,185365,-38836,16468,-22658,2026-09-02 08:08:28,24055.8
24350,107409,-35328,3232,-7056,2026-09-02 08:08:28,24055.8
24400,125765,-70795,10891,-6918,2026-09-02 08:08:28,24055.8
24450,53254,-46636,2353,-1841,2026-09-02 08:08:28,24055.8
24500,171480,-90082,9735,-11037,2026-09-02 08:08:28,24055.8
24550,56835,-28364,1379,-306,2026-09-02 08:08:28,24055.8
24600,98625,-34758,3045,-1357,2026-09-02 08:08:28,24055.8
24650,45945,-5634,729,-452,2026-09-02 08:08:28,24055.8
24700,109886,4760,1691,-1282,2026-09-02 08:08:28,24055.8
24750,50957,8280,634,-371,2026-09-02 08:08:28,24055.8
24800,128645,2990,988,-548,2026-09-02 08:08:28,24055.8
24850,32298,-2393,377,-169,2026-09-02 08:08:28,24055.8
24900,72917,8268,459,-223,2026-09-02 08:08:28,24055.8
24950,32479,13116,264,-70,2026-09-02 08:08:28,24055.8
25000,122275,-47707,1743,-2079,2026-09-02 08:08:28,24055.8
25050,33392,4322,114,-3,2026-09-02 08:08:28,24055.8
25100,43662,-10444,314,-254,2026-09-02 08:08:28,24055.8
25150,19367,3751,69,-3,2026-09-02 08:08:28,24055.8
25200,66831,-5041,262,-297,2026-09-02 08:08:28,24055.8
25250,17547,-2775,21,-1,2026-09-02 08:08:28,24055.8
25300,37219,-6570,143,-152,2026-09-02 08:08:28,24055.8
25350,14398,-341,36,-1,2026-09-02 08:08:28,24055.8
25400,14118,-8815,179,-138,2026-09-02 08:08:28,24055.8
25450,8369,-3425,12,0,2026-09-02 08:08:28,24055.8
25500,84161,-9374,1258,-1579,2026-09-02 08:08:28,24055.8
25550,9008,-1245,6,-1,2026-09-02 08:08:28,24055.8
25600,21693,-8519,14,-3,2026-09-02 08:08:28,24055.8
25650,3135,-2404,16,0,2026-09-02 08:08:28,24055.8
25700,9963,-4645,2,0,2026-09-02 08:08:28,24055.8
25750,2941,-29,0,0,2026-09-02 08:08:28,24055.8
25800,11231,-2486,10,0,2026-09-02 08:08:28,24055.8
25850,1830,163,0,0,2026-09-02 08:08:28,24055.8
25900,5361,135,4,0,2026-09-02 08:08:28,24055.8
25950,2890,1274,0,0,2026-09-02 08:08:28,24055.8
26000,18877,-9665,543,-887,2026-09-02 08:08:28,24055.8
26050,1452,770,1,0,2026-09-02 08:08:28,24055.8
26100,1724,-264,2,0,2026-09-02 08:08:28,24055.8
26150,892,304,0,0,2026-09-02 08:08:28,24055.8
26200,2530,333,1,0,2026-09-02 08:08:28,24055.8
26250,1113,386,0,0,2026-09-02 08:08:28,24055.8
26300,2253,740,17,-17,2026-09-02 08:08:28,24055.8
26350,794,410,0,0,2026-09-02 08:08:28,24055.8
26400,2377,1296,0,0,2026-09-02 08:08:28,24055.8
26450,729,259,0,0,2026-09-02 08:08:28,24055.8
26500,2613,186,4,-1,2026-09-02 08:08:28,24055.8
26550,542,382,0,0,2026-09-02 08:08:28,24055.8
26600,1047,561,0,0,2026-09-02 08:08:28,24055.8
26650,588,381,0,0,2026-09-02 08:08:28,24055.8
26700,1223,300,0,0,2026-09-02 08:08:28,24055.8
26750,493,243,0,0,2026-09-02 08:08:28,24055.8
26800,1025,144,0,0,2026-09-02 08:08:28,24055.8
26850,733,341,0,0,2026-09-02 08:08:28,24055.8
26900,1243,106,0,0,2026-09-02 08:08:28,24055.8
26950,1541,165,0,0,2026-09-02 08:08:28,24055.8
27000,7031,872,1,0,2026-09-02 08:08:28,24055.8
27050,507,18,0,0,2026-09-02 08:08:28,24055.8
27100,2022,342,0,0,2026-09-02 08:08:28,24055.8
27150,878,82,0,0,2026-09-02 08:08:28,24055.8
27200,6366,2884,8,-27,2026-09-02 08:08:28,24055.8
22000,41,-33,23383,-16026,2026-09-02 08:11:29,24055.8
22050,0,0,3379,1000,2026-09-02 08:11:29,24055.8
22100,1,0,13523,-8891,2026-09-02 08:11:29,24055.8
22150,0,0,1164,-28,2026-09-02 08:11:29,24055.8
22200,0,0,2513,-923,2026-09-02 08:11:29,24055.8
22250,0,0,2343,-66,2026-09-02 08:11:29,24055.8
22300,0,0,4622,-955,2026-09-02 08:11:29,24055.8
22350,0,0,2827,-162,2026-09-02 08:11:29,24055.8
22400,0,0,3403,-2684,2026-09-02 08:11:29,24055.8
22450,0,0,2720,-503,2026-09-02 08:11:29,24055.8
22500,74,-50,51827,-11013,2026-09-02 08:11:29,24055.8
22550,0,0,2618,543,2026-09-02 08:11:29,24055.8
22600,0,0,10611,4842,2026-09-02 08:11:29,24055.8
22650,0,0,3077,649,2026-09-02 08:11:29,24055.8
22700,0,0,4996,-2982,2026-09-02 08:11:29,24055.8
22750,0,0,2813,490,2026-09-02 08:11:29,24055.8
22800,0,0,21243,-6446,2026-09-02 08:11:29,24055.8
22850,0,0,4376,1031,2026-09-02 08:11:29,24055.8
22900,0,0,15774,3629,2026-09-02 08:11:29,24055.8
22950,0,0,15036,10643,2026-09-02 08:11:29,24055.8
23000,534,-915,114491,1139,2026-09-02 08:11:29,24055.8
23050,2,0,25089,12597,2026-09-02 08:11:29,24055.8
23100,7,1,50688,19860,2026-09-02 08:11:29,24055.8
23150,7,-1,26088,9863,2026-09-02 08:11:29,24055.8
23200,51,-34,64058,10752,2026-09-02 08:11:29,24055.8
23250,42,38,37189,18096,2026-09-02 08:11:29,24055.8
23300,139,25,70007,11734,2026-09-02 08:11:29,24055.8
23350,52,51,35548,6933,2026-09-02 08:11:29,24055.8
23400,546,-63,58603,2021,2026-09-02 08:11:29,24055.8
23450,225,171,31804,2295,2026-09-02 08:11:29,24055.8
23500,1311,-408,112762,8303,2026-09-02 08:11:29,24055.8
23550,564,214,30230,731,2026-09-02 08:11:29,24055.8
23600,895,327,81266,-6980,2026-09-02 08:11:29,24055.8
23650,789,478,57948,5024,2026-09-02 08:11:29,24055.8
23700,1991,609,105507,-25690,2026-09-02 08:11:29,24055.8
23750,1476,688,57194,-31726,2026-09-02 08:11:29,24055.8
23800,4534,808,113892,-30412,2026-09-02 08:11:29,24055.8
23850,5506,3476,80011,-4408,2026-09-02 08:11:29,24055.8
23900,18259,10537,160313,20878,2026-09-02 08:11:29,24055.8
23950,56259,48636,217029,117514,2026-09-02 08:11:29,24055.8
24000,143753,78583,361954,115425,2026-09-02 08:11:29,24055.8
24050,244781,177666,371988,240921,2026-09-02 08:11:29,24055.8
24100,380629,226852,113219,-43399,2026-09-02 08:11:29,24055.8
24150,201933,95312,70223,5176,2026-09-02 08:11:29,24055.8
24200,178609,-15222,46340,-40084,2026-09-02 08:11:29,24055.8
24250,85591,-36751,10654,-11459,2026-09-02 08:11:29,24055.8
24300,185365,-38836,16468,-22658,2026-09-02 08:11:29,24055.8
24350,107409,-35328,3232,-7056,2026-09-02 08:11:29,24055.8
24400,125765,-70795,10891,-6918,2026-09-02 08:11:29,24055.8
24450,53254,-46636,2353,-1841,2026-09-02 08:11:29,24055.8
24500,171480,-90082,9735,-11037,2026-09-02 08:11:29,24055.8
24550,56835,-28364,1379,-306,2026-09-02 08:11:29,24055.8
24600,98625,-34758,3045,-1357,2026-09-02 08:11:29,24055.8
24650,45945,-5634,729,-452,2026-09-02 08:11:29,24055.8
24700,109886,4760,1691,-1282,2026-09-02 08:11:29,24055.8
24750,50957,8280,634,-371,2026-09-02 08:11:29,24055.8
24800,128645,2990,988,-548,2026-09-02 08:11:29,24055.8
24850,32298,-2393,377,-169,2026-09-02 08:11:29,24055.8
24900,72917,8268,459,-223,2026-09-02 08:11:29,24055.8
24950,32479,13116,264,-70,2026-09-02 08:11:29,24055.8
25000,122275,-47707,1743,-2079,2026-09-02 08:11:29,24055.8
25050,33392,4322,114,-3,2026-09-02 08:11:29,24055.8
25100,43662,-10444,314,-254,2026-09-02 08:11:29,24055.8
25150,19367,3751,69,-3,2026-09-02 08:11:29,24055.8
25200,66831,-5041,262,-297,2026-09-02 08:11:29,24055.8
25250,17547,-2775,21,-1,2026-09-02 08:11:29,24055.8
25300,37219,-6570,143,-152,2026-09-02 08:11:29,24055.8
25350,14398,-341,36,-1,2026-09-02 08:11:29,24055.8
25400,14118,-8815,179,-138,2026-09-02 08:11:29,24055.8
25450,8369,-3425,12,0,2026-09-02 08:11:29,24055.8
25500,84161,-9374,1258,-1579,2026-09-02 08:11:29,24055.8
25550,9008,-1245,6,-1,2026-09-02 08:11:29,24055.8
25600,21693,-8519,14,-3,2026-09-02 08:11:29,24055.8
25650,3135,-2404,16,0,2026-09-02 08:11:29,24055.8
25700,9963,-4645,2,0,2026-09-02 08:11:29,24055.8
25750,2941,-29,0,0,2026-09-02 08:11:29,24055.8
25800,11231,-2486,10,0,2026-09-02 08:11:29,24055.8
25850,1830,163,0,0,2026-09-02 08:11:29,24055.8
25900,5361,135,4,0,2026-09-02 08:11:29,24055.8
25950,2890,1274,0,0,2026-09-02 08:11:29,24055.8
26000,18877,-9665,543,-887,2026-09-02 08:11:29,24055.8
26050,1452,770,1,0,2026-09-02 08:11:29,24055.8
26100,1724,-264,2,0,2026-09-02 08:11:29,24055.8
26150,892,304,0,0,2026-09-02 08:11:29,24055.8
26200,2530,333,1,0,2026-09-02 08:11:29,24055.8
26250,1113,386,0,0,2026-09-02 08:11:29,24055.8
26300,2253,740,17,-17,2026-09-02 08:11:29,24055.8
26350,794,410,0,0,2026-09-02 08:11:29,24055.8
26400,2377,1296,0,0,2026-09-02 08:11:29,24055.8
26450,729,259,0,0,2026-09-02 08:11:29,24055.8
26500,2613,186,4,-1,2026-09-02 08:11:29,24055.8
26550,542,382,0,0,2026-09-02 08:11:29,24055.8
26600,1047,561,0,0,2026-09-02 08:11:29,24055.8
26650,588,381,0,0,2026-09-02 08:11:29,24055.8
26700,1223,300,0,0,2026-09-02 08:11:29,24055.8
26750,493,243,0,0,2026-09-02 08:11:29,24055.8
26800,1025,144,0,0,2026-09-02 08:11:29,24055.8
26850,733,341,0,0,2026-09-02 08:11:29,24055.8
26900,1243,106,0,0,2026-09-02 08:11:29,24055.8
26950,1541,165,0,0,2026-09-02 08:11:29,24055.8
27000,7031,872,1,0,2026-09-02 08:11:29,24055.8
27050,507,18,0,0,2026-09-02 08:11:29,24055.8
27100,2022,342,0,0,2026-09-02 08:11:29,24055.8
27150,878,82,0,0,2026-09-02 08:11:29,24055.8
27200,6366,2884,8,-27,2026-09-02 08:11:29,24055.8
22000,41,-33,23383,-16026,2026-09-02 08:13:26,24055.8
22050,0,0,3379,1000,2026-09-02 08:13:26,24055.8
22100,1,0,13523,-8891,2026-09-02 08:13:26,24055.8
22150,0,0,1164,-28,2026-09-02 08:13:26,24055.8
22200,0,0,2513,-923,2026-09-02 08:13:26,24055.8
22250,0,0,2343,-66,2026-09-02 08:13:26,24055.8
22300,0,0,4622,-955,2026-09-02 08:13:26,24055.8
22350,0,0,2827,-162,2026-09-02 08:13:26,24055.8
22400,0,0,3403,-2684,2026-09-02 08:13:26,24055.8
22450,0,0,2720,-503,2026-09-02 08:13:26,24055.8
22500,74,-50,51827,-11013,2026-09-02 08:13:26,24055.8
22550,0,0,2618,543,2026-09-02 08:13:26,24055.8
22600,0,0,10611,4842,2026-09-02 08:13:26,24055.8
